alu_customer_number,alu_customer_account_code,alu_customer_account_name,alu_financial_customer_group_code,alu_financial_customer_group_name,alu_legal_name,created_date,created_user,modified_date,modified_user,nokia_account_id,nokia_legal_account_name,x_mark,x_mark_err
1000024124,ROU9997,ENTERPRISE-ROU,C0677,ENTERPRISE-ROU,LIFT-ARG S.R.L.,1518266720000000,,1518266720000000,,301031057,Lift-Arg S.R.L.,true,
1000048873,CHNW494,CHINA TELECOM-CN-GANSU,CXQU5,CHINA TELECOM-GS-CHN,CHINA TELECOM GROUP GANSU BRANCH,1518266720000000,,1518266720000000,,301000330,Gansu Telecom Co. Ltd,,
1000013430,ARG1201,TRESTEL S A,C0536,ENTERPRISE INDIRECT ARG,TRESTEL S A,1519213588000000,,1519213588000000,,301001873,Deactivated fALU customers,,
1000065108,RUS9997,ENTERPRISE-RUS,CRUS7,ENTERPRISE-RUS,SOYUZ-TELEFONSTROY OJSC,1518266720000000,,1518266720000000,,301003010,BBS Russia Others,,
1000068971,CHNU263,TEPS TRAN-CN-HQ,CXQVY,TEPS TRAN-RAIL-CHN,"BEIJING DINGXINGDA XINXI KEJI .CO.,LTD",1524215165000000,,1524215165000000,,301000234,Railway Others (China),,
1000028024,BRA9997,ENTERPRISE-BRA,CBRA7,ENTERPRISE-INDIRECT-BRA,HIKEN ELETRONICA LTDA,1518266720000000,,1518266720000000,,301032103,Hiken,true,
1000050083,CANV631,TEPS OIL & GAS-CAN,CXPS1,TEPS OIL & GAS-CAN,INMARSAT SOLUTIONS (CANADA) INC,1518266720000000,,1518266720000000,,301007666,Inmarsat Solutions (Canada) Inc.,true,
1000038443,USAV646,TEPS UTILITIES-USA,CXP6Q,TEPS UTILITIES-USA,JACKSON ENERGY AUTHORITY,1518266720000000,,1518266720000000,,301008589,Jackson Energy Authority.,true,
1000002604,SWEZZZ5,INTERCO CONSO-SWE,CZZZ5,INTERCO CONSO,SAFT AB,1518266720000000,,1518266720000000,,301000002,Account ID for Internal Customers,,
1000034353,HUN9999,OTHER CUSTOMERS IN HUNGARY,CHUN9,OTHER CUSTOMERS IN HUNGARY,TIGAZ DSO KFT,1519213588000000,,1519213588000000,,301001873,Deactivated fALU customers,,
1000019453,RUS9999,OTHER CUSTOMERS IN RUSSIAN FEDERATION,CRUS9,OTHER CUSTOMERS IN RUSSIAN FEDERATION,LLC VINCO-T,1518266720000000,,1518266720000000,,301003000,Vinco-T,,
1000024996,AUSW147,LGT-AUS,C0734,OTHER SERV. PROVIDERS-AUS,NEXTGEN NETWORKS PTY LTD,1518266720000000,,1518266720000000,,301002119,Nextgen Networks Pty Ltd,true,
1000021779,DEUX629,DE-CIX,CXR9Y,OTHER SERV. PROV.-DE-CIX-DEU,DE-CIX MANAGEMENT GMBH,1518266720000000,,1518266720000000,,301007534,DE-CIX Management GmbH,true,
1000000796,USAZZZ5,INTERCO CONSO-USA,CZZZ5,INTERCO CONSO,"ALCATEL USA, INC",1518266720000000,,1518266720000000,,301000002,Account ID for Internal Customers,,
1000015487,PRTU677,IPS-CHAN BME-PT,CXQE9,OTHER TECH. XTRA LARGE ENT.-CHAN-PRT,STE,1518266720000000,,1518266720000000,,301031697,STE,true,
1000053619,COLW817,VM PUBLIC SECTOR-INDIRECT-COL,CXQCX,VM PUBLIC SECTOR-INDIRECT-COL,INSTITUTO NACIONAL PENITENCIARIO,1518266720000000,,1518266720000000,,301007275,Instituto Nacional Penitenciario,true,
1000012002,CHEW719,OTHER TECHNICAL XTRA LARGE ENTERPRISE (TXLE)-CHE,CXQ9W,OTHER TECHNICAL XTRA LARGE ENTERPRISE-CHE,UBS BRINSON,1518266720000000,,1518266720000000,,301001595,UBS,,
1000024569,ITA9999,OTHER CUSTOMERS IN ITALY,CITA9,OTHER CUSTOMERS IN ITALY,SERVICE ELECTRONIC MANUFACTURING S A S,1519213588000000,,1519213588000000,,301001873,Deactivated fALU customers,,
1000064575,ARG9998,OTHER SERV. PROVIDERS-ARG,C0731,OTHER SERV. PROVIDERS-ARG,TRIXCO S.A.,1518266720000000,,1518266720000000,,301006090,Trixco S.A.,true,
1000054934,CHNX539,TEPS TRAN-CHN,CXPE3,TEPS TRAN-OTHERS-CHN,"ZHEJIANG HEQIN COMMUNICATION ENGINEERING CO., LTD.",1518266720000000,,1518266720000000,,301009696,Zhejiang Heqin Communication Engineering,true,
1000050557,USAV328,TEPS GOVERNMENT-USA,CXPCG,TEPS GOVERNMENT-USA,CITY OF CARL JUNCTION,1518266720000000,,1518266720000000,,301001946,City of Carl Junction,true,
1000069121,BRAX393,HOTH-INDIRECT-BRA,CXQQE,HOTH-INDIRECT-BRA,ACESSOLINE TELECOMUNICACOES LTDA,1524298866000000,CLOUDEDH,1524288074000000,CLOUDEDH,301037173,ACESSOLINE TELECOMUNICACOES LTDA,true,
1000000089,ESPV045,VM UTILITIES-ESP,CXP34,VM UTILITIES-ESP,"UNION ELECTRICA FENOSA, S.A.",1518266720000000,,1518266720000000,,301001185,Iberdrola S.A.,,
1000025861,USAX464,TXLE WEST-USA,CXQS2,TXLE WEST-USA,APOLLO GROUP INC,1518266720000000,,1518266720000000,,301003854,Apollo Group Inc.,true,
1000001895,ISRZZZ5,INTERCO CONSO-ISR,CZZZ5,INTERCO CONSO,ALCATEL-LUCENT ISRAEL LTD,1518266720000000,,1518266720000000,,301000002,Account ID for Internal Customers,,
1000061157,FRA9999,OTHER CUSTOMERS IN FRANCE,CFRA9,OTHER CUSTOMERS IN FRANCE,XXXX,1519213588000000,,1519213588000000,,301000001,Deactivated fALU Prospects,,
1000068001,SAUX873,TXLE-SAU,CXR6T,TXLE-SAU,SAUDIA ARABIAN AIRLINES,1518266720000000,,1518266720000000,,301036364,Saudi Arabian Airlines,true,
1000019653,USA9998,OTHER SERV. PROVIDERS-USA,CUSA8,OTHER SERV. PROVIDERS-USA,PALMONE INC.,1518266720000000,,1518266720000000,,301033562,Palmone Inc.,true,
1000049888,RUSV288,IPS-PUB-RU,CXPBJ,VM PUBLIC SECTOR-RUS,OJSC YAMAL LNG,1518266720000000,,1518266720000000,,301034183,Ojsc Yamal Lng,true,
1000031953,USAV328,TEPS GOVERNMENT-USA,CXPCG,TEPS GOVERNMENT-USA,CITY OF LAKEWOOD,1518266720000000,,1518266720000000,,301002490,City of Lakewood,true,
1000059402,PSEQ479,OTHER TXLE-PSE,CXOZW,OTHER TECHNICAL XTRA LARGE ENTERPRISE-PSE,GLOBALCOM TELECOMMUNICATIONS PLC,1518266720000000,,1518266720000000,,301030767,Globalcom Telecommunications PLC,true,
301003022,,,,,Other Customers Belarus,1519213588000000,,1519213588000000,,301003022,Other Customers Belarus,true,
1000030440,UKR9998,OTHER SERV. PROVIDERS-UKR,C0888,OTHER SERV. PROVIDERS-UKR,SPECAUTOMATICA,1518266720000000,,1518266720000000,,301034252,Specautomatica,true,
1000068979,CHNW408,CHINA MOBILE-CN-BEIJING,CXQSI,CHINA MOBILE-BJ-CHN,CHINA TIETONG TELECOMMUNICATIONS CORPORATION,1524298866000000,CLOUDEDH,1524288074000000,CLOUDEDH,301000239,China TieTong Telecommunications Corp.,true,
1000065362,USAV646,TEPS UTILITIES-USA,CXP6Q,TEPS UTILITIES-USA,SIERRA PACIFIC POWER COMPANY,1518266720000000,,1518266720000000,,301009319,Sierra Pacific Power Company,true,
1000007727,THA8176,TOTAL ACCESS COMMUNICATION PUBLIC,C8176,TELENOR-THA,TOTAL ACCESS COMMUNICATION PUBLIC COMPANY LIMITED,1518266720000000,,1518266720000000,,301000435,Total Access Communication PLC,true,
1000032924,USAW027,TXLE EAST-USA,CXPYH,TXLE EAST-USA,TOTAL TELCO SPECIALISTS INC.,1518266720000000,,1518266720000000,,301035845,CARES Contracts TXLE East,,
1000031301,USA4059,AT&T WIRELINE US,C4059,AT&T-USA,"AMERITECH ADVANCED DATA SERVICES OF INDIANA, INC",1518266720000000,,1518266720000000,,301007819,Ameritech Advanced Data Services,true,
1000042808,FINX411,NETNORDIC OY,CXQXD,VM PUBLIC SECTOR-CHAN-FIN,NETNORDIC FINLAND OY AB,1518266720000000,,1518266720000000,,301000624,Netnordic Finland OY AB,true,
1000061924,JOR9999,OTHER CUSTOMERS IN JORDAN,CJOR9,OTHER CUSTOMERS IN JORDAN,SOOQ,1519213588000000,,1519213588000000,,301000001,Deactivated fALU Prospects,,
1000049917,USAQ427,REGIONALS-USA,CXPYK,REGIONALS-USA,ILLINOIS NETWORK ALLIANCE LLC,1518266720000000,,1518266720000000,,301003900,Bluebird Media Network,,
1000024173,AUT0006,MOBILKOM,C4004,TELEKOM AUSTRIA-AUT,MOBILKOM AUSTRIA GROUP SERVICES GMBH,1518266720000000,,1518266720000000,,301000930,A1 Telekom Austria AG,,
1000061440,SGPX147,TXLE-SGP,CXQM1,TXLE-SGP,ASSISI HOSPICE,1518266720000000,,1518266720000000,,301033735,Assisi Hospice,true,
1000050681,INDX007,TEPS TRAN-INDIRECT-IND,CXQID,TEPS TRAN-INDIRECT-IND,ANSALDO STS SPA.,1518266720000000,,1518266720000000,,301001645,Ansaldo STS S.p.A.,,
1000063496,TWN4331,FAR EASTONE TELECOM-TW,CXQGY,FAR EASTONE TELECOM-TW,ICCDS NW CATV,1518266720000000,,1518266720000000,,301034868,Iccds Nw Catv,true,
1000001623,JOR4501,JORDAN TELECOMMUNICATION CY (JTC),C4501,ORANGE-JOR,JORDAN TELECOM,1518266720000000,,1518266720000000,,301000666,Jordan Telecom,true,
1000013397,ARGW572,OTHER CABLE - ARG,CXPYR,OTHER CABLE-ARG,TELECENTRO S.A.,1518266720000000,,1518266720000000,,301003392,Telecentro S.A.,true,
1000037415,IDNV674,TEPS O&G-ID,CXPSM,TEPS O&G-IDN,PT. WEDA BAY NICKEL,1518266720000000,,1518266720000000,,301009163,PT Weda Bay Nickel,true,
1000068936,IND0118,IDEA CELLULAR LTD,CXQWL,IDEA-IND,IDEA CELLULAR LTD. ASAM,1524215165000000,,1524215165000000,,301002201,Idea Cellular Limited,,
1000068528,MEXW164,TXLE-MEX,CXQ35,TXLE-MEX,TIVIT MEXICO TERCERIZACION DE PROCE,1522041250000000,,1522041250000000,,301036867,TIVIT MEXICO TERCERIZACION DE PROCESOS,true,
1000053337,SWE9999,OTHER CUSTOMERS IN SWEDEN,CSWE9,OTHER CUSTOMERS IN SWEDEN,BOMBARDIER TRANSPORTATION SWEDEN AB,1519213588000000,,1519213588000000,,301001873,Deactivated fALU customers,,
1000023907,MEXW164,TXLE-MEX,CXQ35,TXLE-MEX,GRUPO ELEKTRA S.A.B. DE C.V.,1518266720000000,,1518266720000000,,301007229,Grupo Elektra S.A.B. de C.V.,true,
1000011583,COLV633,VM-OG-CO,CXPS7,VM OIL AND GAS-COL,CERROMATOSO S.A,1518266720000000,,1518266720000000,,301033288,Cerromatoso S.A,true,
1000056370,DEUW711,OTHER TECHNICAL XTRA LARGE ENTERPRISE (TXLE)-CHAN-DEU,CXQFP,OTHER TECH. XTRA LARGE ENT.-CHAN-DEU,AMADEUS DATA PROCESSING GMBH,1518266720000000,,1518266720000000,,301030106,Amadeus Data Processing GmbH,true,
1000040625,BRA0007,TELEFONICA-SP,C4098,TELEFONICA-SP-BRA,GLOBAL VILLAGE TELECOM S.A.,1518266720000000,,1518266720000000,,301000410,Telefnica Brasil S.A.,,
1000014076,CHNW563,TEPS PUB-CN-SOUTH,CXP8D,TEPS PUBLIC SECTOR-CHN,CHINA PRIVATE COMM. BUREAU HQ,1518266720000000,,1518266720000000,,301007975,China Private Comm. Bureau HQ,true,
1000040809,PRIX552,TEPS OTHER - PRI,CXQYZ,TEPS OTHER-PRI,CRITICAL HUB NETWORKS,1518266720000000,,1518266720000000,,301008468,Hub Critical Networks Inc,true,
1000037274,PERW829,VM UTILITIES-INDIRECT-PER,CXQDC,VM UTILITIES-INDIRECT-PER,ENERSUR S.A.,1518266720000000,,1518266720000000,,301008238,Enersur S.A.,true,
1000030011,KGZ9998,OTHER SERV. PROVIDERS-KGZ,C0802,OTHER SERV. PROVIDERS-KGZ,WTT LLC,1518266720000000,,1518266720000000,,301031959,WTT LLC,true,
1000058533,VNM4080,VIETNAM POSTS & TELECOMMUNICATIONS,C4080,VIETNAM POSTS & TELECOM-VNM,VNPT-NET CORPORATION,1518266720000000,,1518266720000000,,301000446,Vietnam Telecom Services Company,,
1000059781,BELX241,OTHER TECHNICAL XTRA LARGE ENTERPRISE-BEL,CXQ5A,OTHER TECHNICAL XTRA LARGE ENTERPRISE-BEL,ISABEL,1518266720000000,,1518266720000000,,301030945,Isabel,true,
1000050292,USAU724,TEPS OTHER-USA,CXP10,TEPS OTHER-USA,E-TEL MURRAY LLC,1518266720000000,,1518266720000000,,301033391,E-Tel Murray Llc,true,
1000023394,CHNU848,TEPS UTIL-CN-HQ,CXP2N,TEPS UTIL-CHN,"SHENZHEN DONGTEL COMM. CO., LTD.",1518266720000000,,1518266720000000,,301032060,Shenzhen Dongtel,true,
1000065247,NZL9998,OTHER SERV. PROVIDERS-NZL,C0844,OTHER SERV. PROVIDERS-NZL,WOOSH WIRELESS (NZ) LIMITED,1518266720000000,,1518266720000000,,301002103,Woosh Wireless (NZ) Limited,true,
1000061733,CHNW537,ENTERPRISE-CN,C0566,NON TRADE-CHN-ENT,"SICHUAN JIUZHOU OPTO-ELECTRONICS (SZ) CO.,LTD",1518266720000000,,1518266720000000,,301000532,NON-CMO DE1661 'OPS' APAC_CN1,,
1000059843,SGPX147,TXLE-SGP,CXQM1,TXLE-SGP,PCS SECURITY PTE LTD,1518266720000000,,1518266720000000,,301009027,PCS Security Pte Ltd.,true,
1000066700,COLW817,VM PUBLIC SECTOR-INDIRECT-COL,CXQCX,VM PUBLIC SECTOR-INDIRECT-COL,UNIVERSIDAD TECNOLOGICA DE PEREIRA,1518266720000000,,1518266720000000,,301035076,UNIVERSIDAD TECNOLOGICA DE PEREIRA,true,
301005485,,,,,Darkfibre (Austria),1519213588000000,,1519213588000000,,301005485,Darkfibre (Austria),true,
1000066885,AUSV663,TEPS O&G-AU,CXPRT,TEPS O&G-AUS,WOODSIDE PETROLEUM LIMITED,1518266720000000,,1518266720000000,,301035259,Woodside Petroleum Limited,true,
1000060734,INDX947,HOTH-INDIRECT-IND,CXR95,HOTH-INDIRECT-IND,HCL TECHNOLOGIES LTD.,1518266720000000,,1518266720000000,,301001489,HCL Technologies Ltd.,true,
1000049977,AUTV118,VM PUBLIC SECTOR-AUT,CXP7J,VM PUBLIC SECTOR-AUT,UNIVERSITAET WIEN,1518266720000000,,1518266720000000,,301000948,Universitaet Wien,true,
1000065322,DEUT865,BOS BADEN-WUERTTEMBERG,CXP8K,VM PUBLIC SECTOR-DEU,SIEMENS AG - I IS SERVICECENTER,1518266720000000,,1518266720000000,,301003775,Germany Others,true,
1000044739,CANW683,TXLE - INDIRECT-CAN,CXQDN,TXLE - INDIRECT-CAN,ARROW ECS CANADA LIMITED,1518266720000000,,1518266720000000,,301004001,Arrow ECS Canada Ltd.,true,
1000003914,USAX464,TXLE WEST-USA,CXQS2,TXLE WEST-USA,LEEMAH ELECTRONICS INC.,1518266720000000,,1518266720000000,,301000128,Leemah Electronics Inc.,true,
1000004953,UKR0024,JSC ODESCABLE,C0710,ENTERPRISE-UKR,JSC ODESCABLE,1518266720000000,,1518266720000000,,301034077,Jsc Odescable,true,
1000058251,PERW829,VM UTILITIES-INDIRECT-PER,CXQDC,VM UTILITIES-INDIRECT-PER,GRUPO GRANA Y MONTERO,1518266720000000,,1518266720000000,,301007232,Grupo Grana Y Montero,true,
1000018566,BRA0010,OI MOBILE,C4112,OI-SP-BRA,OI MOVEL S.A.,1518266720000000,,1518266720000000,,301001451,Brasil Telecom Cabos Submarinos Ltd,,
1000068648,KORXXX3,"END CUSTOMERS PS IN KOREA, REPUBLIC OF",CKR33,"END CUSTOMERS PS IN KOREA, REPUBLIC OF",NATIONAL PENSION SERVICE,1522041250000000,,1522041250000000,,301034719,APJ End Customers,,
1000064587,INDW371,TELENOR-IN,CX3YB,TELENOR-IND,TELENOR (INDIA) COMMUNICATIONS PRIVATE LIMITED,1518266720000000,,1518266720000000,,301002210,Unitech Wireless Ltd.,,
1000002666,FRAZZZ5,INTERCO CONSO-FRA,CZZZ5,INTERCO CONSO,SAFT,1518266720000000,,1518266720000000,,301000002,Account ID for Internal Customers,,
1000023793,CANW679,TEPS GOVERNMENT-INDIRECT-CAN,CXQDJ,TEPS GOVERNMENT-INDIRECT-CAN,SUMMIT TELECOM SERVICES INC,1518266720000000,,1518266720000000,,301032842,Summit Telecom,true,
1000032311,CHNW464,CHINA UNICOM-CN-GUIZHOU,CXQVG,CHINA UNICOM-GZ-CHN,CHINA UNITED TELECOMMUNICATIONS CORPORATION LIMITED GUIZHOU-TONGREN BRANCH,1518266720000000,,1518266720000000,,301000105,China Unicom Guizhou Branch,,
301010103,,,,,China Unicom Guangxi Branch (ON),1519213588000000,,1519213588000000,,301010103,China Unicom Guangxi Branch (ON),true,
1000063125,GBRV770,EMEA CHANNEL-GBR,CXPVM,EMEA CHANNEL-GBR,SOL DISTRIBUTION LTD,1518266720000000,,1518266720000000,,301034966,Sol Distribution Ltd,true,
1000058690,ARG9997,ENTERPRISE-ARG,CXQQB,HOTH-INDIRECT-ARG,BIZERBA ARGENTINA SA,1518266720000000,,1518266720000000,,301007057,Bizerba Argentina Sa,true,
1000055711,CHNW414,CHINA MOBILE-CN-HENAN,CXQSO,CHINA MOBILE-HEN-CHN,"CHINA MOBILE GROUP HENAN CO.,LTD XINXIANG BRANCH",1518266720000000,,1518266720000000,,301000061,Henan Mobile Communications Corp.,,
1000040088,CHNW412,CHINA MOBILE-CN-LIAONING,CXQSM,CHINA MOBILE-LN-CHN,CHINA MOBILE COMMUNICATION GROUP LIAONING BRANCH,1518266720000000,,1518266720000000,,301000067,Liaoning Mobile Communications Corp.,,
1000025228,FRA9999,OTHER CUSTOMERS IN FRANCE,CFRA9,OTHER CUSTOMERS IN FRANCE,TIS FRANCE SAS,1518266720000000,,1518266720000000,,301034677,TI SPARKLE France SAS,true,
1000002323,GBR9999,OTHER CUSTOMERS IN UNITED KINGDOM,CGBR9,OTHER CUSTOMERS IN UNITED KINGDOM,UNIROSS BATTERIES LTD.,1518266720000000,,1518266720000000,,301000002,Account ID for Internal Customers,,
1000054056,FRAW721,OTHER TECHNICAL XTRA LARGE ENTERPRISE (TXLE)-FRA,CXQ9Y,OTHER TECHNICAL XTRA LARGE ENTERPRISE-FRA,BSO NETWORK SOLUTIONS,1518266720000000,,1518266720000000,,301033952,Bso Network Solutions,true,
1000062437,ZAFV342,IPS-PUB-ZA,CXPCQ,VM PUBLIC SECTOR-ZAF,HUDACO TRADING LIMITED,1518266720000000,,1518266720000000,,301034353,Hudaco Trading Limited,true,
1000010327,INDX005,TEPS GOVT-INDIRECT-IND,CXQIB,TEPS GOVT-INDIRECT-IND,TELECOMMUNICATIONS CONSULTANTS INDIA LTD.,1518266720000000,,1518266720000000,,301005598,Telecommunications Consultants India Ltd,,
1000065172,HUNQ472,ENTERPRISE-TRAFFICOM-HUN,CXRB6,ENTERPRISE-TRAFFICOM-HUN,TEN-T ZRT.KOZLEKEDES ARAMELLATAS,1518266720000000,,1518266720000000,,301001770,TRAFFICOM access customers,,
1000038302,UKR9999,OTHER CUSTOMERS IN UKRAINE,CUKR9,OTHER CUSTOMERS IN UKRAINE,OJSC METALLIST FC,1519213588000000,,1519213588000000,,301000001,Deactivated fALU Prospects,,
1000051100,USAXXX3,END CUSTOMERS PS IN UNITED STATES OF AMERICA,CUS33,END CUSTOMERS PS IN UNITED STATES OF AMERICA,CLAY COUNTY MISSOURI,1524215165000000,,1524215165000000,,301034722,NAM End Customers,,
1000064213,BRA0014,CLARO-SP,C5796,AMERICAMOVIL-BRA,EMPRESA BRAS. DE TELECOM. S/A,1518266720000000,,1518266720000000,,301001426,Empresa Brasileira de Telecomunicaes,,
1000017233,ATG8357,CABLE AND WIRELESS (WEST INDIES) LIMITED,C8357,CABLE & WIRELESS-ATG,CABLE & WIRELESS ANTIGUA & BARBUDA LIMITED,1518266720000000,,1518266720000000,,301004200,Cable & Wireless Ltd. Antigua,true,
1000040140,USA4059,AT&T WIRELINE US,C4059,AT&T-USA,COMMUNICATION POWER SYSTEM INC,1518266720000000,,1518266720000000,,301008021,Communication Power System Inc.,true,
1000051973,NLDV500,EMEA NATIONAL SP-NLD,CXPP2,EMEA NATIONAL SP-NLD,TELEENA NEDERLAND BV,1518266720000000,,1518266720000000,,301001690,Teleena Holding B.V.,true,
1000030488,JAM8545,OCEANIC DIGITAL JAMAICA,C8545,AMERICAMOVIL-JAM,OCEANIC DIGITAL JAMAICA,1518266720000000,,1518266720000000,,301003872,Oceanic Digital Jamaica Limited,true,
1000067300,AREW734,VM OIL AND GAS-CHAN-ARE,CXQAB,VM OIL AND GAS-CHAN-ARE,FLEX,1518266720000000,,1518266720000000,,301035646,Flex,true,
1000011336,HKG0071,TOWNGAS HKG,CXP3M,TEPS UTIL-HKG,TOWNGAS TELECOM,1518266720000000,,1518266720000000,,301007735,Towngas Telecom,true,
1000062617,NZLX146,TXLE-NZL,CXQM0,TXLE-NZL,RYMAN HEALTHCARE LIMITED,1518266720000000,,1518266720000000,,301033849,Ryman Healthcare Limited,true,
301004094,,,,,Pars Samaneh Co.,1519213588000000,,1519213588000000,,301004094,Pars Samaneh Co.,true,
1000042405,UKR9998,OTHER SERV. PROVIDERS-UKR,C0888,OTHER SERV. PROVIDERS-UKR,LLC TELESVIT,1518266720000000,,1518266720000000,,301034110,Llc Telesvit,true,
1000002623,SVK4092,SLOVAK TELECOM,C4092,DEUTSCHE TELEKOM-SVK,"SLOVAK TELEKOM, A.S.",1518266720000000,,1518266720000000,,301000683,"Slovak Telekom, a.s.",true,
1000060283,SWEW916,ICENET SW,CXQGR,EMEA NATIONAL SP-ICEN-SWE,AINMT HOLDINGS AB,1518266720000000,,1518266720000000,,301006160,AINMT Holdings AB,true,
NUS80SPS14,,,,,NUS80SPS14,1515057220000000,,1515057047000000,justyna.goinska@nokia.com,NUS80SPS14,NUS80SPS14,true,
1000057090,MEX9997,ENTERPRISE-MEX,C0650,ENTERPRISE-MEX,CONTINENTAL AUTOMOTIVE MAQUILA MEXICO S.A. DE C.V.,1518266720000000,,1518266720000000,,301032585,Continental Automoti,true,
1000037924,RWA99AS,MILLICOM-RWA,CX88S,MILLICOM-RWA,MILLICOM INTERNATIONAL CELLULAR S.A,1518266720000000,,1518266720000000,,301009898,Millicom International Cellular S.A,true,
1000042964,RUSX983,MTS-SISTEMA-RUS,CXRA5,MTS-RUS,LLC SITRONICS IT,1518266720000000,,1518266720000000,,301031128,LLC Sitronics It,true,
1000056219,USAV328,TEPS GOVERNMENT-USA,CXPCG,TEPS GOVERNMENT-USA,ALEIA CORP DBA SURPLUS SERVICE,1518266720000000,,1518266720000000,,301001831,Aleia Corp dba Surplus Service,true,
1000043879,ARGW815,VM PUBLIC SECTOR-INDIRECT-ARG,CXQCV,VM PUBLIC SECTOR-INDIRECT-ARG,MINISTERIO DE AGROINDUSTRIA,1518266720000000,,1518266720000000,,301007326,Ministerio de Agroindustria,true,
1000017188,USA0001,VERIZON WIRELINE TELCOM,C4056,VERIZON WIRELINE-USA,VERIZON NEW YORK INC,1518266720000000,,1518266720000000,,301002529,"Verizon Business Purchasing, LLC",,
1000060905,JPNX142,TXLE-JPN,CXQLW,TXLE-JPN,"SG HOLDINGS CO., LTD.",1518266720000000,,1518266720000000,,301009286,"SG Holdings Co., Ltd.",true,
1000032431,BRAW816,VM PUBLIC SECTOR-INDIRECT-BRA,CXQCW,VM PUBLIC SECTOR-INDIRECT-BRA,POYRY EMPREENDIMENTOS INDUSTRIAIS S.A.,1518266720000000,,1518266720000000,,301009081,Poyry Empreendimentos Industriais S.A.,true,
1000028476,CHEA331,BRITISH TELECOM-CHE,C0025,BRITISH TELECOM-CHE,"BT SWITZERLAND LTD, ZURICH BRANCH",1518266720000000,,1518266720000000,,301030297,"BT Switzerland Ltd., Zurich Branch",true,
1000002138,ITA9999,OTHER CUSTOMERS IN ITALY,CITA9,OTHER CUSTOMERS IN ITALY,TELETTRA INTERNATIONAL,1518266720000000,,1518266720000000,,301000002,Account ID for Internal Customers,,
1000046458,LVAX727,ENTERPRISE-CHAN-LVA,CXR3I,ENTERPRISE-CHAN-LVA,BELAM-RIGA SIA,1518266720000000,,1518266720000000,,301030238,Belam-Riga Sia,true,
1000059142,KAZ9999,OTHER CUSTOMERS IN KAZAKHSTAN,CKAZ9,OTHER CUSTOMERS IN KAZAKHSTAN,NORTEX GROUP LLP,1519213588000000,,1519213588000000,,301001873,Deactivated fALU customers,,
1000033555,INDX151,TXLE-IND,CXQM5,TXLE-IND,DEVAS MULTIMEDIA PRIVATE LIMITED,1518266720000000,,1518266720000000,,301003315,Devas Multimedia Pvt. Ltd.,true,
1000065037,FIN9997,ENTERPRISE-FIN,C0585,ENTERPRISE-FIN,PPO-YHTIOT OY,1518266720000000,,1518266720000000,,301002934,Finnet Customers Finland,,
1000046485,BRAV998,TXLE-BRA,CXPYC,TXLE-BRA,OJI PAPEIS ESPECIAIS LTDA,1518266720000000,,1518266720000000,,301006702,Oji Papeis Especiais Ltda,true,
1000005355,DEUX446,VM TRANSPORT-RAILWAYS-DEU,CXPEA,VM TRANSPORT-DEU,DEUTSCHE BAHN AG,1518266720000000,,1518266720000000,,301000802,Deutsche Bahn AG,true,
1000004859,LAO8074,ENTERPRISE OF TELECOMMUNICATIONS LAO,C0810,OTHER SERV. PROVIDERS-LAO,ENTERPRISE OF TELECOMMUNICATIONS LAO,1518266720000000,,1518266720000000,,301008247,Enterprise of Telecommunications Lao,true,
1000035564,IND0042,GOVERNMENT OFFICES / MINISTRIES OF INDIA,CXP76,TEPS GOVT-IND,STATE WIDE AREA NETWORK,1518266720000000,,1518266720000000,,301033085,State Wide Area Network,true,
1000049043,VNMU448,TEPS TRAN-VN,CXPIC,TEPS TRAN-VNM,"CHINA RAILWAY 6TH GROUP OVERSEAS ENGINEERING CO,.LTD",1518266720000000,,1518266720000000,,301033750,China Railway 6Th Group Overseas Enginee,true,
1000008969,FRA9999,OTHER CUSTOMERS IN FRANCE,CFRA9,OTHER CUSTOMERS IN FRANCE,S.A.P.R.R.,1518266720000000,,1518266720000000,,301031573,Saprr,,
1000064263,BRA0014,CLARO-SP,C5796,AMERICAMOVIL-BRA,EMPRESA BRASILEIRA DE TELECOMUNICACOES,1518266720000000,,1518266720000000,,301001426,Empresa Brasileira de Telecomunicaes,,
1000063023,SGPA7BP,SUBMARINE-SGP,CXIF8,SUBMARINE-SGP,CAMPANA GROUP PTE LIMITED,1518266720000000,,1518266720000000,,301033745,Campana Group Pte Limited,true,
1000049207,USAV328,TEPS GOVERNMENT-USA,CXPCG,TEPS GOVERNMENT-USA,MORENET,1518266720000000,,1518266720000000,,301008830,Morenet,true,
1000022153,LBN0024,SODETEL,C0072,ORANGE-LBN,SODETEL,1518266720000000,,1518266720000000,,301009985,Sodetel,true,
1000057208,CRIV878,VM-UTIL-CR,CXP2P,VM UTILITIES-CRI,JASEC JUNTA ADMINISTRADORA DE SERVICIOS ELECTRICOS DE CARTAGO,1518266720000000,,1518266720000000,,301033461,Jasec Junta Administradora De Servicios,true,
1000029060,BRAW816,VM PUBLIC SECTOR-INDIRECT-BRA,CXQCW,VM PUBLIC SECTOR-INDIRECT-BRA,COMANDO DA AERONAUTICA,1518266720000000,,1518266720000000,,301006424,Comando da Aeronautica,,
